HTS code,Description
5702.49,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, of pile construction, made up (excluding Kelem, Schumacks, Karamanie and similar hand-woven rugs, and floor coverings of coconut fibres ""coir"")"
5702.50,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, not made up (excluding Kelem, Schumacks, Karamanie and similar hand-woven rugs, and floor coverings of coconut fibres ""coir"")"
5702.91,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, not of pile construction, made up (excluding Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
5702.92,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, not of pile construction, made up (excluding Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
5702.99,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, not of pile construction, made up (excluding Kelem, Schumacks, Karamanie and similar hand-woven rugs, and floor coverings of coconut fibres ""coir"")"
5703.10,"Carpets and other floor coverings, of wool or fine animal hair, tufted ""needle punched"", whether or not made up"
5703.20,"Carpets and other floor coverings, of nylon or other polyamides, tufted ""needle punched"", whether or not made up"
5703.30,"Carpets and other floor coverings, of man-made textile materials, tufted ""needle punched"", whether or not made up (excluding those of nylon or other polyamides)"
5703.90,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted ""needle punched"", whether or not made up"
5704.10,"Floor tiles, of felt, not tufted or flocked, with an area of = 0,3 mÂ²"
5704.20,"Floor tiles, of felt, not tufted or flocked, with an area of 0,3 mÂ² but = 1 mÂ²"
5704.90,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding floor tiles with an area of = 0,3 mÂ²)"
5705.00,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven or tufted needle punched"", and of felt)"""
5801.10,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.21,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.22,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.23,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.26,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.27,"Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.31,"Uncut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.32,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.33,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.36,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.37,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5801.90,"Woven pile fabrics and chenille fabrics (excluding those of man-made fibres, wool or fine animal hair, terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
5802.11,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven fabrics of heading 5806, carpets and other floor coverings)"
5802.19,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven fabrics of heading 5806, carpets and other floor coverings)"
5802.20,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics of heading 5806, carpets and other floor coverings)"
5802.30,Tufted textile fabrics (excluding carpets and other floor coverings)
5803.00,Gauze (excluding narrow woven fabrics of heading 5806)
5804.10,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)"
5804.21,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)"
5804.29,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres and fabrics of heading 6002 to 6006)"
5804.30,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)"
5805.00,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries, e.g. petit point, cross-stitch, whether or not made up (excluding Kelem, Schumacks, Karamanie and the like, and tapestries 100 years old)"
5806.10,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, with a width of = 30 cm (excluding labels, badges and similar articles)"
5806.20,"Narrow woven fabrics of textile materials, containing = 5% elastomeric yarn or rubber thread by weight, with a width of = 30 cm (excluding woven pile fabrics, incl. terry towelling and similar terry fabrics, chenille fabrics, and labels, badges and similar articles)"
5806.31,"Narrow woven fabrics of cotton, with a width of = 30 cm, n.e.s."
5806.32,"Narrow woven fabrics of man-made fibres, with a width of = 30 cm, n.e.s."
5806.39,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width of = 30 cm, n.e.s."
5806.40,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive ""bolducs"", with a width of = 30 cm"
5807.10,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to shape or size, woven, not embroidered"
5807.90,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to shape or size, not embroidered (excluding woven)"
5808.10,Braids in the piece
5808.90,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted or crocheted; tassels, pompons and similar articles of textile materials (excluding braids in the piece)"
5809.00,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, n.e.s."
5810.10,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in motifs"
5810.91,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding embroidery without visible ground)"
5810.92,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs (excluding embroidery without visible ground)"
5810.99,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in the piece, in strips or in motifs (excluding embroidery without visible ground)"
5811.00,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading 5810 and quilted fabrics for bedding and furnishings)"
5901.10,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books, the manufacture of boxes and articles of cardboard or the like"
5901.90,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations (excluding plastic-coated textile fabrics)
5902.10,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped or impregnated with rubber or plastic"
5902.20,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with rubber or plastic"
5902.90,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic"
5903.10,"Textile fabrics impregnated, coated, covered or laminated with poly""vinyl chloride"" (excluding wallcoverings of textile materials impregnated or covered with poly""vinyl chloride""; floor coverings consisting of a textile backing and a top layer or covering of poly""vinyl chloride"")"
5903.20,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings of textile materials impregnated or covered with polyurethane; floor coverings consisting of a textile backing and a top layer or covering of polyurethane)"
5903.90,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""vinyl chloride"" or polyurethane (excluding tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose rayon; wallcoverings of textile materials impregnated or covered with plastic; floor coverings consisting of a textile backing and a top layer or covering of plastics)"
